Job Title,Company,Location,Country,Flag,Tier,Search Keyword,Posted Date,Crawl Date,Source,Easy Apply,Remote / Workplace,Match Score,Visa Sponsorship Mentioned,Required Skills,Resume File Path,Applied Status,Notes,Job URL,City,City Openings
Senior Cloud DevOps Engineer | Kaipuhanga Kapua Matua Devops,New Zealand Government,"New Zealand Government
Wellington City, Wellington",New Zealand,🇳🇿,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NEW_ZEALAND.docx,No,,https://www.indeed.com/viewjob?jk=30cb9ee82cd39610,"New Zealand Government
Wellington City",1
Software Engineer,Civil Aviation Authority of New Zealand,"Civil Aviation Authority of New Zealand
Wellington City 6011",New Zealand,🇳🇿,1,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NEW_ZEALAND.docx,No,,https://www.indeed.com/viewjob?jk=8a81c6134ac72c5c,"Civil Aviation Authority of New Zealand
Wellington City 6011",1
Engineering Manager,Pushpay,"Pushpay
Auckland City, Auckland",New Zealand,🇳🇿,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NEW_ZEALAND.docx,No,,https://www.indeed.com/viewjob?jk=2216db5ad673d7c2,"Pushpay
Auckland City",2
Platforms Lead,Tonkin + Taylor,"Tonkin + Taylor
Auckland City, Auckland",New Zealand,🇳🇿,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NEW_ZEALAND.docx,No,,https://www.indeed.com/viewjob?jk=b0c9f47af9579616,"Tonkin + Taylor
Auckland City",1
Platform Lead - Data,New Zealand Government,"New Zealand Government
Auckland City, Auckland",New Zealand,🇳🇿,1,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_NEW_ZEALAND.docx,No,,https://www.indeed.com/viewjob?jk=6d6fc1b4d4835636,"New Zealand Government
Auckland City",1
Cloud Engineering Manager,Yugen Technologies,"Yugen Technologies
Ḥawally",Kuwait,🇰🇼,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_KUWAIT.docx,No,,https://www.indeed.com/viewjob?jk=ad51d519b9723242,"Yugen Technologies
Ḥawally",1
Cloud Solutions Specialist,Hyneio,"Hyneio
Ḥawally",Kuwait,🇰🇼,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_KUWAIT.docx,No,,https://www.indeed.com/viewjob?jk=be5eafd918f19047,"Hyneio
Ḥawally",1
MANAGER - SYSTEM OPERATIONS (PLATFORM ENGINEERING),Gulf Air,"Gulf Air
Bahrain",Bahrain,🇧🇭,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BAHRAIN.docx,No,,https://www.indeed.com/viewjob?jk=e69ee4147bb64f84,"Gulf Air
Bahrain",2
ANALYST – CYBER SECURITY,Gulf Air,"Gulf Air
Bahrain",Bahrain,🇧🇭,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_BAHRAIN.docx,No,,https://www.indeed.com/viewjob?jk=6c874053f28d11a8,"Gulf Air
Bahrain",2
Enterprise Technology Consultant,Csmailapp,"Csmailapp
Muscat",Oman,🇴🇲,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_OMAN.docx,No,,https://www.indeed.com/viewjob?jk=dd2f17084422e672,"Csmailapp
Muscat",1
Cloud Data Engineer / AWS DevOps (H/F) - Marseille,OCTOGONE,"OCTOGONE
13600 La Ciotat",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,AWS,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=32fc4e6b00d45ed7,"OCTOGONE
13600 La Ciotat",1
Platform Engineer – Train de Transformation Cloud (H/F),Metaline,"Metaline
Télétravail partiel à 92320 Châtillon",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=6fff98fae52f9eb2,"Metaline
Télétravail partiel à 92320 Châtillon",1
Ingénieur DevOps / Platform Engineer H/F,Antemeta,"Antemeta
78280 Guyancourt",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=d7ffdf1225391c66,"Antemeta
78280 Guyancourt",1
Senior Cloud Data Platform Engineer (IT) / Freelance,Gentis Recruitment SAS,"Gentis Recruitment SAS
Paris (75)",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=98a9494c7fcc4de6,"Gentis Recruitment SAS
Paris (75)",1
Partner Solution Engineer,Vates SAS,"Vates SAS
Télétravail à 38000 Grenoble",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=5bb94f548d3ce9ee,"Vates SAS
Télétravail à 38000 Grenoble",1
DevOps Sénior H/F,Extia,"Extia
59000 Lille",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=e91fff96de133a0e,"Extia
59000 Lille",1
Data Engineer DataIku - Services Financiers – Ile-de-France,Sopra Steria,"Sopra Steria
Paris (75)",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=9b9ed6cb34cbeaf4,"Sopra Steria
Paris (75)",1
Data Engineer H/F,Crédit Agricole CIB,"Crédit Agricole CIB
Montrouge (92)",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=3e685e79e035bc14,"Crédit Agricole CIB
Montrouge (92)",1
Ingénieur DevOps Cloud AWS HABILITABLE,Gamme solutions,"Gamme solutions
Paris (75)",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,AWS,Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=b19a562091c36d94,"Gamme solutions
Paris (75)",1
Systems engineer – Platform integration,SpaceLocker,"SpaceLocker
Paris (75)",France,🇫🇷,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=551530335b58ce00,"SpaceLocker
Paris (75)",1
Staff Site Reliability Engineer (x/f/m),Doctolib,"Doctolib
Paris (75)",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=a553fed362778e28,"Doctolib
Paris (75)",1
Consultant DevOps / SRE Confirmé à Senior (IT) / Freelance,SMH PARTICIPATION,"SMH PARTICIPATION
Paris (75)",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=53397e47c278a682,"SMH PARTICIPATION
Paris (75)",1
"Sr Manager, Supply Management - Metals",BIC,"BIC
Clichy (92)",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=a92cdfa2e3bc678a,"BIC
Clichy (92)",1
Sr Product Specialist,Thermo Fisher Scientific,"Thermo Fisher Scientific
Télétravail",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=eda916e445eb1ddb,"Thermo Fisher Scientific
Télétravail",1
SRE DATA,Thales,"Thales
75009 Paris 9e",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=096c823ae4e4b568,"Thales
75009 Paris 9e",1
Ingénieur·e SRE / DevOps,SHAPE IT,"SHAPE IT
Télétravail partiel à 59800 Lille",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=7d3a2c154d37c285,"SHAPE IT
Télétravail partiel à 59800 Lille",1
CDI - Sr structural analysis scientist - W/M,Danone,"Danone
Gif-sur-Yvette (91)",France,🇫🇷,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=e913773da0b593ff,"Danone
Gif-sur-Yvette (91)",1
Technical Support Engineer,VITEC,"VITEC
Télétravail à 92320 Châtillon",France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=00887ea64d83918d,"VITEC
Télétravail à 92320 Châtillon",1
"Partner Solutions Engineer, Southern Europe",Cribl,"Cribl
Télétravail à Paris (75)",France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=8f1a23f3f715c57f,"Cribl
Télétravail à Paris (75)",1
Head of Data & AI Product Excellence - all genders,Sanofi,"Sanofi
Paris (75)",France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=d37fd1719d951ec5,"Sanofi
Paris (75)",1
Senior Data Scientist - Care AI,Back Market,"Back Market
Paris (75)",France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=ee9f6c51bca0f212,"Back Market
Paris (75)",1
Staff Security Engineer,Mozilla,"Mozilla
Télétravail",France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=bda31f416a8d4f66,"Mozilla
Télétravail",1
Senior Solution Development Engineer,Amadeus IT Group,"Amadeus IT Group
Villeneuve-Loubet (06)",France,🇫🇷,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_FRANCE.docx,No,,https://www.indeed.com/viewjob?jk=6282de3aa56b1558,"Amadeus IT Group
Villeneuve-Loubet (06)",1
Cloud System Engineer,InnoWave,"InnoWave
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=bc09fd2121e0af54,"InnoWave
Modelo Híbrido in Lisboa",2
IT CLOUD INFRASTRUCTURE ADMINISTRATOR (HYBRID),iTRTech Group,"iTRTech Group
Modelo Híbrido in 1050 Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=ce299d8d29008c4a,"iTRTech Group
Modelo Híbrido in 1050 Lisboa",2
Senior AWS Cloud DevOps Engineer,"EPAM Systems, Inc.","EPAM Systems, Inc.
Teletrabalho",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,AWS,Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=634633d34189246f,EPAM Systems,5
Cloud Engineer,Axians | Digital Solutions - Tech Talent,"Axians | Digital Solutions - Tech Talent
1990 Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=f1f27865131bfe2c,"Axians | Digital Solutions - Tech Talent
1990 Lisboa",2
IT Platform Engineer,LUZA Group,"LUZA Group
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=a3313129351f45a8,"LUZA Group
Modelo Híbrido in Lisboa",4
DevOps Engineer,LUZA Group,"LUZA Group
Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=a13600013ead02d4,"LUZA Group
Lisboa",1
Cloud & Infrastructure Engineer,LUZA Group,"LUZA Group
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=cbbe537d16bda99f,"LUZA Group
Modelo Híbrido in Lisboa",4
Programador NetDevOps,Solidnetworks,"Solidnetworks
Teletrabalho in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=4fb4f3bdc7ba9993,"Solidnetworks
Teletrabalho in Lisboa",1
Senior DevOps Engineer (m/f/d),Kuehne+Nagel,"Kuehne+Nagel
Modelo Híbrido in Porto",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=ed5dfbb5fa78baa7,"Kuehne+Nagel
Modelo Híbrido in Porto",1
Senior DevOps / Platform Engineer,OpenVPN,"OpenVPN
Teletrabalho in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=9496ceb50b338bfe,"OpenVPN
Teletrabalho in Lisboa",1
Head of Engineering,saas.group,"saas.group
Teletrabalho",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=dac12d24394986ef,"saas.group
Teletrabalho",1
IT CLOUD INFRASTRUCTURE ADMINISTRATOR (HYBRID),iTRTech Group,"iTRTech Group
Modelo Híbrido in 1050 Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=80dc37e6b36c3f31,"iTRTech Group
Modelo Híbrido in 1050 Lisboa",2
Platform Engineer,Catawiki,"Catawiki
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=446550dd700661a2,"Catawiki
Modelo Híbrido in Lisboa",1
Data Engineer Senior,askblue,"askblue
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=6cbd2896ad899a25,"askblue
Modelo Híbrido in Lisboa",2
Senior Software Engineer,OutSystems,"OutSystems
Lisboa",Portugal,🇵🇹,2,DevOps Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=62d1e90f4184af06,"OutSystems
Lisboa",1
Senior Azure Engineer,"EPAM Systems, Inc.","EPAM Systems, Inc.
Teletrabalho",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=3d948d9747a75114,EPAM Systems,5
Senior Google Workspace Engineer (m/f/d),Zoi,"Zoi
Modelo Híbrido in 1300 Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=3b902825a682388c,"Zoi
Modelo Híbrido in 1300 Lisboa",1
Data Engineer (Data Governance),Axians | Digital Solutions - Tech Talent,"Axians | Digital Solutions - Tech Talent
1990 Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=86de20dcaa1d6e08,"Axians | Digital Solutions - Tech Talent
1990 Lisboa",2
Senior Data Engineer,InnoWave,"InnoWave
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=98495e8fa809499c,"InnoWave
Modelo Híbrido in Lisboa",2
Solution Architect – Azure Cloud & Application Integration,LUZA Group,"LUZA Group
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=723039204e39ea39,"LUZA Group
Modelo Híbrido in Lisboa",4
Cloud Engineer,Vodafone,"Vodafone
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=efa905202825f1f1,"Vodafone
Modelo Híbrido in Lisboa",1
Technical Support Engineer - Azure Digital Natives,Microsoft,"Microsoft
Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,Azure,Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=8b3cdd8e9a451d31,"Microsoft
Lisboa",1
Data Scientist,askblue,"askblue
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=281d6d867567fdfa,"askblue
Modelo Híbrido in Lisboa",2
Intern - IAM Specialist,SBM Offshore,"SBM Offshore
4100 Porto",Portugal,🇵🇹,2,Cloud Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=86209d53c4c78091,"SBM Offshore
4100 Porto",1
Senior Site Reliability Engineer (SRE),"EPAM Systems, Inc.","EPAM Systems, Inc.
Teletrabalho",Portugal,🇵🇹,2,Site Reliability Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=8cb3da74baa3ed45,EPAM Systems,5
OpenShift Platform Engineer,LUZA Group,"LUZA Group
Modelo Híbrido in Lisboa",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,90%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=21226334f393af71,"LUZA Group
Modelo Híbrido in Lisboa",4
Data Engineer,LUZA Group,"LUZA Group
Modelo Híbrido in Venda do Pinheiro",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=d0172750a3ccf1fb,"LUZA Group
Modelo Híbrido in Venda do Pinheiro",1
Plateform - Mangia Mangia - Chefe de Turno - Oeiras Parque,Plateform,"Plateform
Oeiras",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=41ac199422d53169,"Plateform
Oeiras",1
Plateform - Mezzogiorno - Chefe de Turno - Chiado,Plateform,"Plateform
Lisboa",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=cd1db818aa2cdbb5,"Plateform
Lisboa",3
Plateform - Balcão - Chefe de Turno - El Corte Inglés Lisboa,Plateform,"Plateform
Lisboa",Portugal,🇵🇹,2,Platform Engineer,2026-08-13,2026-08-13,Indeed-Browser,No,On-site / Hybrid,80%,No,"AWS, Kubernetes, CI/CD, Terraform, Linux",Country_Resumes/Hemachandiran_Giri_CV_PORTUGAL.docx,No,,https://www.indeed.com/viewjob?jk=021471fde317587e,"Plateform
Lisboa",3
